groupId,aggCol,aggFunc,pred,selectivity,selectedRows,totalRows,varzSata,bestSampler,samplerDiff,gen_from_table
0,installment,sum,principal_balance >= 13597.560000 and borrower_rate >= 0.300900,0.0014475786620922902,4162,2875146,"'uf_None':8473277930559905.000000,'sf_grade':1497900877452503.000000,'bk_principal_balance':2027547834081542.800000",grade,1.1634400690010889,loan.population
0,installment,sum,grade = 'C' and loan_status_description = 'DEFAULTED',0.006596186767558934,18965,2875146,"'uf_None':14272531511750356.000000,'sf_grade':27365506890351760.000000,'bk_principal_balance':90369294455515040.000000",None,1.3846858149688384,loan.population
0,amount_borrowed,sum,installment <= 608.490000 and principal_balance <= 4673.850000 and grade = 'A' and loan_status_description = 'CHARGEOFF',0.0028078574096758913,8073,2875146,"'uf_None':3043578049540820500.000000,'sf_grade':3210807554543155200.000000,'bk_principal_balance':21258817915361770000.000000",None,1.0271051727239104,loan.population
0,amount_borrowed,sum,principal_balance <= 4823.780000 and grade = 'E' and borrower_rate >= 0.233000 and loan_status_description = 'CURRENT',0.0029080262358850647,8361,2875146,"'uf_None':764361719222156930.000000,'sf_grade':448735173788818050.000000,'bk_principal_balance':1477003663468497150.000000",grade,1.3051319093495957,loan.population
0,installment,sum,installment >= 721.800000 and borrower_rate >= 0.224500 and principal_balance >= 11833.420000 and loan_status_description = 'CURRENT' and grade = 'F',0.001237502373792496,3558,2875146,"'uf_None':9590700315715432.000000,'sf_grade':2552607891055728.000000,'bk_principal_balance':2282755594398761.000000",principal_balance,1.0574560976491676,loan.population
0,borrower_rate,sum,borrower_rate >= 0.244400 and principal_balance >= 8813.830000 and installment <= 659.347300,0.009778981658670551,28116,2875146,"'uf_None':6194285663.035229,'sf_grade':2330591686.017238,'bk_principal_balance':2767210004.135497",grade,1.0896523582962265,loan.population
0,borrower_rate,sum,loan_status_description = 'CHARGEOFF' and borrower_rate <= 0.103300,0.008776597779730142,25234,2875146,"'uf_None':532422556.706413,'sf_grade':838598702.180038,'bk_principal_balance':3518258292.650677",None,1.2550148645420476,loan.population
0,borrower_rate,sum,grade = 'B' and borrower_rate <= 0.107200 and loan_status_description = 'CHARGEOFF' and principal_balance <= 9804.990000,0.005629974964749616,16187,2875146,"'uf_None':417810933.520704,'sf_grade':761398821.059058,'bk_principal_balance':2811341587.757989",None,1.3499453886173163,loan.population
0,installment,sum,installment <= 151.970000 and borrower_rate <= 0.066000,0.004327432415606025,12442,2875146,"'uf_None':495995079249469.000000,'sf_grade':524183956581847.900000,'bk_principal_balance':1928629203687092.500000",None,1.0280238216155506,loan.population
0,installment,sum,grade = 'A' and principal_balance <= 387.720000 and borrower_rate <= 0.160500 and loan_status_description = 'CHARGEOFF',0.003568862242126139,10261,2875146,"'uf_None':6859879346290752.000000,'sf_grade':7236795663031481.000000,'bk_principal_balance':48426776220421600.000000",None,1.0271051727399967,loan.population
0,installment,sum,principal_balance <= 859.290000 and installment <= 89.016740 and loan_status_description = 'CHARGEOFF',0.0014406224936055422,4142,2875146,"'uf_None':52573714345975.670000,'sf_grade':80258075639829.110000,'bk_principal_balance':368072250453601.500000",None,1.2355491908701066,loan.population
0,borrower_rate,sum,loan_status_description = 'COMPLETED' and installment >= 932.670000 and grade = 'C',0.006173251723564647,17749,2875146,"'uf_None':952407284.230199,'sf_grade':1826104895.342673,'bk_principal_balance':6723458577.113665",None,1.3846866534248874,loan.population
0,amount_borrowed,sum,grade = 'C' and loan_status_description = 'CURRENT' and principal_balance <= 917.760000,0.0055051117404124866,15828,2875146,"'uf_None':3365810045661152800.000000,'sf_grade':6453452065994391600.000000,'bk_principal_balance':17650020839143453000.000000",None,1.3846858147833254,loan.population
0,borrower_rate,sum,principal_balance <= 7543.760000 and installment <= 262.433200 and grade = 'A' and loan_status_description = 'CHARGEOFF' and borrower_rate <= 0.101700,0.0011241168274585013,3232,2875146,"'uf_None':51684861.224875,'sf_grade':54524700.931405,'bk_principal_balance':354117626.036954",None,1.0271052966209007,loan.population
0,installment,sum,principal_balance >= 19477.740000 and borrower_rate >= 0.242000,0.003754939749146652,10796,2875146,"'uf_None':27394408062031544.000000,'sf_grade':11726278557081968.000000,'bk_principal_balance':5833433082893967.000000",principal_balance,1.4178098628537097,loan.population
0,installment,sum,borrower_rate <= 0.129900 and grade = 'C' and principal_balance <= 367.370000 and loan_status_description = 'DEFAULTED' and installment >= 298.260000,0.0023637060517970217,6796,2875146,"'uf_None':7164096819319833.000000,'sf_grade':13736115468041806.000000,'bk_principal_balance':50574375429645952.000000",None,1.3846858149491474,loan.population
0,borrower_rate,sum,loan_status_description = 'DEFAULTED' and borrower_rate <= 0.204300 and installment <= 180.550000,0.003025237674886771,8698,2875146,"'uf_None':522682519.937651,'sf_grade':705058378.769494,'bk_principal_balance':3306425793.633909",None,1.161431366900374,loan.population
0,borrower_rate,sum,loan_status_description = 'DEFAULTED' and grade = 'E',0.00632976551451648,18199,2875146,"'uf_None':2447623513.352898,'sf_grade':1436929005.705804,'bk_principal_balance':15814522778.056555",grade,1.305132644559893,loan.population
0,borrower_rate,sum,loan_status_description = 'CHARGEOFF' and grade = 'E' and installment <= 813.150630,0.009725766969746927,27963,2875146,"'uf_None':3566547185.706925,'sf_grade':2093816684.986279,'bk_principal_balance':22067050677.616880",grade,1.3051326637283218,loan.population
0,amount_borrowed,sum,loan_status_description = 'DEFAULTED' and grade = 'B',0.0038662384449346223,11116,2875146,"'uf_None':8107050731522438100.000000,'sf_grade':14773880198167278000.000000,'bk_principal_balance':50223915970528070000.000000",None,1.3499442741492398,loan.population
0,amount_borrowed,sum,installment <= 86.550000 and principal_balance <= 1345.310000 and grade = 'D' and loan_status_description = 'COMPLETED',0.0022489292717656774,6466,2875146,"'uf_None':69343235618094024.000000,'sf_grade':87533321865871200.000000,'bk_principal_balance':489523092586567170.000000",None,1.1235299499079077,loan.population
0,borrower_rate,sum,loan_status_description = 'DEFAULTED' and installment >= 711.960000 and principal_balance <= 10648.840000,0.0030561926246528,8787,2875146,"'uf_None':690005870.749146,'sf_grade':755881018.688394,'bk_principal_balance':4839367544.875288",None,1.0466472264347009,loan.population
0,amount_borrowed,sum,loan_status_description = 'CURRENT' and principal_balance <= 3148.830000 and installment <= 449.850000 and borrower_rate >= 0.198100,0.009733070946658014,27984,2875146,"'uf_None':2078493544276785410.000000,'sf_grade':1014624010442586110.000000,'bk_principal_balance':5895746985268609000.000000",grade,1.4312706719127075,loan.population
0,amount_borrowed,sum,borrower_rate >= 0.258000 and installment <= 380.524930 and principal_balance <= 6846.880000 and grade = 'E',0.0016983485360395612,4883,2875146,"'uf_None':537475468067429890.000000,'sf_grade':315536664782138690.000000,'bk_principal_balance':2347861098602035200.000000",grade,1.305131909349497,loan.population
0,installment,sum,grade = 'C' and loan_status_description = 'DEFAULTED' and installment >= 515.610000,0.001866340004994529,5366,2875146,"'uf_None':9750144177670004.000000,'sf_grade':18694485798478792.000000,'bk_principal_balance':62196790728755232.000000",None,1.3846858149138452,loan.population
0,amount_borrowed,sum,installment >= 992.990000 and principal_balance <= 10052.200000 and grade = 'B',0.0054160727837821105,15572,2875146,"'uf_None':53569910226133920000.000000,'sf_grade':97623101435285100000.000000,'bk_principal_balance':328582889677422260000.000000",None,1.3499442741466288,loan.population
0,installment,sum,principal_balance <= 12830.700000 and grade = 'E' and installment >= 748.590000,0.00841313797629755,24189,2875146,"'uf_None':61938146517257528.000000,'sf_grade':36362136193520688.000000,'bk_principal_balance':400946009544975490.000000",grade,1.3051319094930312,loan.population
0,installment,sum,grade = 'E' and loan_status_description = 'CURRENT' and principal_balance <= 8458.070000 and borrower_rate >= 0.145000 and installment >= 429.290000,0.0020392007918902206,5863,2875146,"'uf_None':6967521072646414.000000,'sf_grade':4090434802986016.000000,'bk_principal_balance':9815736144521312.000000",grade,1.3051319095655554,loan.population
0,borrower_rate,sum,installment <= 46.620000,0.00449716292668268,12930,2875146,"'uf_None':720495288.761631,'sf_grade':1042782196.298756,'bk_principal_balance':4187272655.745862",None,1.2030432235910271,loan.population
0,installment,sum,borrower_rate >= 0.171400 and grade = 'E' and installment <= 97.260000,0.003162622002500047,9093,2875146,"'uf_None':148600824368441.800000,'sf_grade':87239346059644.000000,'bk_principal_balance':763931240363558.500000",grade,1.3051319114063389,loan.population
0,borrower_rate,sum,installment >= 736.530000 and principal_balance <= 8825.850000 and borrower_rate <= 0.080100 and loan_status_description = 'CURRENT',0.0023386638452447283,6724,2875146,"'uf_None':92696792.818409,'sf_grade':102758799.500506,'bk_principal_balance':127366327.271815",None,1.052875831647937,loan.population
0,installment,sum,principal_balance >= 6857.990000 and installment >= 204.212660 and grade = 'E' and borrower_rate <= 0.208100 and loan_status_description = 'CURRENT',0.003915627241190534,11258,2875146,"'uf_None':12513095402178522.000000,'sf_grade':7346084840228106.000000,'bk_principal_balance':5404509683220928.000000",principal_balance,1.1658691757728659,loan.population
0,borrower_rate,sum,borrower_rate >= 0.221500 and principal_balance >= 1692.390000 and grade = 'E' and loan_status_description = 'CURRENT' and installment <= 208.640000,0.002536219030268376,7292,2875146,"'uf_None':1251235820.445836,'sf_grade':734564470.828242,'bk_principal_balance':1986292413.452727",grade,1.3051325619895444,loan.population
0,borrower_rate,sum,principal_balance >= 6754.250000 and grade = 'F' and installment >= 550.310000,0.003581731153826623,10298,2875146,"'uf_None':2324106716.174357,'sf_grade':618569315.767716,'bk_principal_balance':855528675.215655",grade,1.1760427225996362,loan.population
0,borrower_rate,sum,installment >= 1270.160000,0.004103443790332734,11798,2875146,"'uf_None':1098226353.482148,'sf_grade':1065861988.138572,'bk_principal_balance':3703505992.299038",grade,1.0150687164257606,loan.population
1,amount_borrowed,sum,borrower_rate >= 0.220900 and grade = 'G' and loan_status_description = 'CURRENT' and installment >= 385.840000,0.0011745490489874254,3377,2875146,"'uf_None':5638453155990046700.000000,'sf_grade':506360331468785090.000000,'bk_principal_balance':1928971421137000450.000000",grade,1.9517898668553169,loan.population
1,borrower_rate,sum,principal_balance <= 3138.140000 and loan_status_description = 'CHARGEOFF' and borrower_rate >= 0.261400,0.001897990571609233,5457,2875146,"'uf_None':1278257047.536727,'sf_grade':277271533.770292,'bk_principal_balance':8326167121.305495",grade,2.1471206832760337,loan.population
1,installment,sum,borrower_rate <= 0.057000 and principal_balance >= 15465.550000,0.002890288006243857,8310,2875146,"'uf_None':18727886478639448.000000,'sf_grade':19756890872705780.000000,'bk_principal_balance':4107907101388708.000000",principal_balance,2.1351779569829663,loan.population
1,amount_borrowed,sum,borrower_rate >= 0.197300 and installment >= 1006.160000 and loan_status_description = 'CURRENT',0.0027330785984433486,7858,2875146,"'uf_None':24628350804663038000.000000,'sf_grade':16452725061918706000.000000,'bk_principal_balance':6349446217488079900.000000",principal_balance,1.6097224305482383,loan.population
1,installment,sum,principal_balance <= 10776.550000 and loan_status_description = 'DEFAULTED' and installment <= 311.062200 and borrower_rate >= 0.099900 and grade = 'F',0.0022468424212196527,6460,2875146,"'uf_None':783399887212785.900000,'sf_grade':208505391814705.030000,'bk_principal_balance':5108031272466506.000000",grade,1.9383540559023533,loan.population
1,amount_borrowed,sum,principal_balance >= 5691.330000 and loan_status_description = 'DEFAULTED',0.0023619670096753347,6791,2875146,"'uf_None':5908469599345940500.000000,'sf_grade':8175378031447483400.000000,'bk_principal_balance':2304290986401444100.000000",principal_balance,1.6012857621927208,loan.population
1,installment,sum,borrower_rate >= 0.309900,0.00854217490172673,24560,2875146,"'uf_None':6118071434879216.000000,'sf_grade':937082794088982.200000,'bk_principal_balance':18942206838296192.000000",grade,2.555161116171364,loan.population
1,installment,sum,loan_status_description = 'CURRENT' and installment >= 230.749740 and borrower_rate >= 0.289300,0.007739085249931656,22251,2875146,"'uf_None':17785210997271754.000000,'sf_grade':3507574095542469.000000,'bk_principal_balance':8269143159613526.000000",grade,1.5354187096666823,loan.population
1,installment,sum,principal_balance <= 4539.550000 and grade = 'G' and borrower_rate >= 0.242100 and loan_status_description = 'COMPLETED',0.004147963268647923,11926,2875146,"'uf_None':6891328890874861.000000,'sf_grade':618874621022157.800000,'bk_principal_balance':48648791795010680.000000",grade,3.3369534774749137,loan.population
1,amount_borrowed,sum,grade = 'D' and borrower_rate >= 0.087300 and principal_balance >= 24447.770000 and loan_status_description = 'CURRENT' and installment >= 721.130000,0.0052929486015666685,15218,2875146,"'uf_None':48166693514023944000.000000,'sf_grade':60801758799586220000.000000,'bk_principal_balance':9003978687577921500.000000",principal_balance,2.3128964420494516,loan.population
1,amount_borrowed,sum,grade = 'G' and principal_balance <= 2809.620000 and installment <= 623.900000 and borrower_rate >= 0.191900 and loan_status_description = 'COMPLETED',0.0035198212542945644,10120,2875146,"'uf_None':1746088612563853820.000000,'sf_grade':156807192318654720.000000,'bk_principal_balance':12326374589149508000.000000",grade,3.33695346766895,loan.population
1,borrower_rate,sum,installment <= 185.075850 and grade = 'G',0.003311831816540795,9522,2875146,"'uf_None':2568945008.608941,'sf_grade':230701020.061869,'bk_principal_balance':13494499384.038908",grade,3.336972644754753,loan.population
1,borrower_rate,sum,loan_status_description = 'CHARGEOFF' and installment >= 574.160000 and principal_balance >= 9972.450000,0.00120341714820743,3460,2875146,"'uf_None':352722247.355300,'sf_grade':302359662.653818,'bk_principal_balance':112632931.362825",principal_balance,1.6384350594993982,loan.population
1,borrower_rate,sum,installment <= 204.236370 and borrower_rate >= 0.258000 and principal_balance <= 3087.590000,0.009176925276142498,26385,2875146,"'uf_None':6353275798.142510,'sf_grade':1366958280.336563,'bk_principal_balance':33965101766.408806",grade,2.155863324044468,loan.population
1,amount_borrowed,sum,principal_balance <= 673.670000 and loan_status_description = 'DEFAULTED' and grade = 'F',0.0036864214895521827,10599,2875146,"'uf_None':2724562715899538400.000000,'sf_grade':725154583657716100.000000,'bk_principal_balance':19232465775616060000.000000",grade,1.938354051727813,loan.population
1,installment,sum,borrower_rate >= 0.201000 and installment >= 753.550000 and loan_status_description = 'CHARGEOFF',0.0032140976493019832,9241,2875146,"'uf_None':24840163189382192.000000,'sf_grade':10748964808001990.000000,'bk_principal_balance':168155490722512032.000000",grade,1.5201761051963432,loan.population
1,amount_borrowed,sum,loan_status_description = 'DEFAULTED' and grade = 'F',0.0040498812929847736,11644,2875146,"'uf_None':2985769329681894900.000000,'sf_grade':794675895155394690.000000,'bk_principal_balance':19396683786590118000.000000",grade,1.9383540517273536,loan.population
1,amount_borrowed,sum,installment >= 1101.380000 and principal_balance >= 14039.780000 and borrower_rate <= 0.069200 and loan_status_description = 'CURRENT',0.0010629025447751175,3056,2875146,"'uf_None':13850437088448901000.000000,'sf_grade':14611449850606688000.000000,'bk_principal_balance':2251703073583175170.000000",principal_balance,2.48013989953828,loan.population
1,amount_borrowed,sum,borrower_rate >= 0.248400 and installment <= 305.625980 and loan_status_description = 'CURRENT',0.009741766157266449,28009,2875146,"'uf_None':2513907993690444300.000000,'sf_grade':879745021966534020.000000,'bk_principal_balance':3041225013462923800.000000",grade,1.6904264537344524,loan.population
1,installment,sum,installment <= 455.760000 and principal_balance >= 14173.840000 and borrower_rate <= 0.087400,0.001113682574728379,3202,2875146,"'uf_None':1416385098766483.000000,'sf_grade':1808500891891187.000000,'bk_principal_balance':466673892652482.200000",principal_balance,1.7421434872660095,loan.population
1,installment,sum,principal_balance <= 6848.770000 and grade = 'G' and loan_status_description = 'DEFAULTED',0.0014920981404074785,4290,2875146,"'uf_None':793836327315944.600000,'sf_grade':71290336106902.190000,'bk_principal_balance':5419979993346798.000000",grade,3.336953488911788,loan.population
1,installment,sum,installment >= 828.977660 and grade = 'A' and loan_status_description = 'CURRENT' and principal_balance >= 12419.710000 and borrower_rate <= 0.173500,0.006494278899228074,18672,2875146,"'uf_None':61524873430474544.000000,'sf_grade':64905359806925128.000000,'bk_principal_balance':12768873900719102.000000",principal_balance,2.1950734931727736,loan.population
1,amount_borrowed,sum,principal_balance <= 906.910000 and installment >= 488.560000 and grade = 'F' and loan_status_description = 'COMPLETED',0.003914236007493185,11254,2875146,"'uf_None':18088523921436120000.000000,'sf_grade':4814341750101817300.000000,'bk_principal_balance':127694505313998140000.000000",grade,1.9383540516765134,loan.population
1,amount_borrowed,sum,loan_status_description = 'DEFAULTED' and borrower_rate >= 0.263900 and principal_balance <= 7819.550000,0.003428695447118164,9858,2875146,"'uf_None':1877887663783584000.000000,'sf_grade':428382316226779520.000000,'bk_principal_balance':12988494904104772000.000000",grade,2.0937220996924104,loan.population
1,installment,sum,borrower_rate >= 0.114400 and grade = 'G' and principal_balance >= 10418.930000 and installment >= 182.110000,0.0010023838789404087,2882,2875146,"'uf_None':5826631175675880.000000,'sf_grade':523259624670210.560000,'bk_principal_balance':1490316341791349.000000",grade,1.6876431428813747,loan.population
1,amount_borrowed,sum,grade = 'D' and principal_balance >= 4752.390000 and loan_status_description = 'CHARGEOFF',0.0016993919613125733,4886,2875146,"'uf_None':4752305667742174200.000000,'sf_grade':5998928343882137600.000000,'bk_principal_balance':1784206138568396290.000000",principal_balance,1.6320357533664682,loan.population
1,installment,sum,borrower_rate >= 0.088000 and installment <= 160.930420 and grade = 'G' and principal_balance <= 2213.880000,0.0015355741934496544,4415,2875146,"'uf_None':138259647896507.620000,'sf_grade':12416383873532.473000,'bk_principal_balance':745477431627949.200000",grade,3.3369535220650746,loan.population
1,amount_borrowed,sum,loan_status_description = 'CHARGEOFF' and grade = 'G',0.0016183525984419574,4653,2875146,"'uf_None':5215444411779269600.000000,'sf_grade':468372102773978370.000000,'bk_principal_balance':36130643239804310000.000000",grade,3.3369534672790655,loan.population
1,borrower_rate,sum,grade = 'E' and borrower_rate >= 0.146500 and principal_balance >= 26755.720000 and installment >= 573.810000,0.0012861955531997332,3698,2875146,"'uf_None':649926271.395619,'sf_grade':381552978.140425,'bk_principal_balance':121632928.802884",principal_balance,1.7711357191685986,loan.population
1,installment,sum,principal_balance <= 1585.200000 and borrower_rate >= 0.201900 and loan_status_description = 'CHARGEOFF' and installment >= 348.654540,0.009122667161945862,26229,2875146,"'uf_None':38465801775740768.000000,'sf_grade':16593842709593464.000000,'bk_principal_balance':271475962797759680.000000",grade,1.5225231683158382,loan.population
1,borrower_rate,sum,borrower_rate >= 0.210000 and principal_balance >= 16813.960000 and loan_status_description = 'CURRENT' and grade = 'E' and installment >= 886.308350,0.0020725904006266118,5959,2875146,"'uf_None':1027279669.819513,'sf_grade':603086274.461654,'bk_principal_balance':226639659.745249",principal_balance,1.631254668225761,loan.population
1,borrower_rate,sum,grade = 'F' and installment <= 788.930000 and principal_balance <= 2820.650000 and borrower_rate >= 0.288800,0.0034064357079605697,9794,2875146,"'uf_None':2573508969.250287,'sf_grade':684948779.451062,'bk_principal_balance':15450739662.581440",grade,1.938357125332289,loan.population
1,borrower_rate,sum,grade = 'A' and installment >= 701.552700 and principal_balance >= 10682.360000 and loan_status_description = 'CURRENT',0.009868020615300928,28372,2875146,"'uf_None':384535534.949944,'sf_grade':405663959.685063,'bk_principal_balance':92137469.085615",principal_balance,2.0429140738490594,loan.population
1,installment,sum,principal_balance >= 34176.180000 and borrower_rate <= 0.237800,0.006022998484250887,17317,2875146,"'uf_None':52551482447417792.000000,'sf_grade':82815823507314016.000000,'bk_principal_balance':7927338457311101.000000",principal_balance,2.574712760873248,loan.population
1,borrower_rate,sum,grade = 'A' and principal_balance >= 21238.010000,0.007728303188777196,22220,2875146,"'uf_None':301324693.774151,'sf_grade':317881072.931547,'bk_principal_balance':60077130.607236",principal_balance,2.2395603554470376,loan.population
1,borrower_rate,sum,grade = 'D' and installment >= 756.320000 and principal_balance >= 11181.840000 and borrower_rate <= 0.160800,0.0017296512942299278,4973,2875146,"'uf_None':311210877.900276,'sf_grade':392847766.938809,'bk_principal_balance':80150642.466616",principal_balance,1.9704883900978587,loan.population
1,installment,sum,loan_status_description = 'CHARGEOFF' and grade = 'F' and borrower_rate >= 0.186900,0.005041483110770723,14495,2875146,"'uf_None':15689391509173220.000000,'sf_grade':4175801895252589.500000,'bk_principal_balance':104507337330157616.000000",grade,1.9383540529961913,loan.population
1,amount_borrowed,sum,installment <= 613.900000 and loan_status_description = 'CHARGEOFF' and borrower_rate >= 0.227800,0.005303035045872453,15247,2875146,"'uf_None':7014292004218362900.000000,'sf_grade':2203666731345968900.000000,'bk_principal_balance':42380117183503270000.000000",grade,1.7840990550029476,loan.population
1,borrower_rate,sum,installment <= 130.363630 and grade = 'F' and loan_status_description = 'CURRENT' and borrower_rate >= 0.107600,0.0015324439176306176,4406,2875146,"'uf_None':1029206806.745449,'sf_grade':273927087.332614,'bk_principal_balance':2819061559.819593",grade,1.9383573039366866,loan.population
1,installment,sum,principal_balance <= 1293.850000 and borrower_rate >= 0.272000 and installment <= 213.700000,0.004604983538227276,13240,2875146,"'uf_None':840158874802359.600000,'sf_grade':146093763978477.900000,'bk_principal_balance':5768996629461949.000000",grade,2.3980866446714666,loan.population
1,installment,sum,grade = 'G' and loan_status_description = 'COMPLETED',0.004161527797197082,11965,2875146,"'uf_None':6958881780588472.000000,'sf_grade':624941196825741.500000,'bk_principal_balance':49125676082252280.000000",grade,3.3369534774425813,loan.population
1,borrower_rate,sum,installment >= 370.870000 and grade = 'G' and loan_status_description = 'COMPLETED' and borrower_rate >= 0.144600 and principal_balance <= 2267.800000,0.0010465555488312593,3009,2875146,"'uf_None':664740111.735066,'sf_grade':59696116.563770,'bk_principal_balance':4692685330.110413",grade,3.336974615889342,loan.population
1,amount_borrowed,sum,loan_status_description = 'DEFAULTED' and principal_balance <= 1149.390000 and grade = 'F' and installment <= 446.343800,0.002981413813420258,8572,2875146,"'uf_None':1473833400845355520.000000,'sf_grade':392267368231359740.000000,'bk_principal_balance':10400305156981800000.000000",grade,1.938354051749261,loan.population
1,installment,sum,loan_status_description = 'COMPLETED' and principal_balance <= 405.610000 and borrower_rate >= 0.262400 and grade = 'G',0.003562949498912403,10244,2875146,"'uf_None':4464228787294624.000000,'sf_grade':400909307930142.250000,'bk_principal_balance':31514870390642972.000000",grade,3.3369534790049347,loan.population
1,installment,sum,grade = 'F' and principal_balance <= 3453.960000 and loan_status_description = 'DEFAULTED',0.0038046763538269013,10939,2875146,"'uf_None':3834693330326555.500000,'sf_grade':1020620822060409.100000,'bk_principal_balance':26928671230434776.000000",grade,1.9383540540111976,loan.population
1,amount_borrowed,sum,grade = 'G' and principal_balance >= 5839.020000,0.002280232029956044,6556,2875146,"'uf_None':6058527205288611800.000000,'sf_grade':544085010360352900.000000,'bk_principal_balance':1981338015283466500.000000",grade,1.9082967275767546,loan.population
1,installment,sum,borrower_rate >= 0.286900 and grade = 'F' and loan_status_description = 'COMPLETED' and principal_balance <= 1215.750000,0.0025963898876787475,7465,2875146,"'uf_None':4940931234804966.000000,'sf_grade':1315051000961289.500000,'bk_principal_balance':34880113650174104.000000",grade,1.9383540532780095,loan.population
1,amount_borrowed,sum,principal_balance >= 23407.260000 and grade = 'D' and installment >= 323.350000,0.007211807678636146,20735,2875146,"'uf_None':60350910862903610000.000000,'sf_grade':76182134539792710000.000000,'bk_principal_balance':11700226847559815000.000000",principal_balance,2.2711445354592352,loan.population
1,installment,sum,installment >= 522.980000 and grade = 'G',0.002487525850861139,7152,2875146,"'uf_None':15557200618052658.000000,'sf_grade':1397111763456137.000000,'bk_principal_balance':69979106110497856.000000",grade,3.336953473554394,loan.population
